,transacao_id,cliente_id,data_compra,valor_compra,meio_pagamento,campanha,idade,renda_mensal,cidade,tipo_cliente,ultima_compra,frequencia_compras,total_gasto
287,288,57,2022-10-15,143,cartão,ano_novo,45,6509,Brasília,ocasional,10,16,6140
288,289,277,2022-10-16,127,cartão,ano_novo,35,3712,Recife,frequente,146,7,4149
289,290,850,2022-10-17,181,cartão,sem_campanha,21,6828,Manaus,ocasional,237,16,4578
290,291,99,2022-10-18,193,pix,sem_campanha,46,5507,Belo Horizonte,ocasional,112,8,6882
291,292,916,2022-10-19,124,cartão,volta_as_aulas,60,3542,Curitiba,ocasional,53,7,2944
292,293,527,2022-10-20,110,cartão,sem_campanha,65,6574,Manaus,ocasional,208,8,4689
293,294,325,2022-10-21,65,cartão,volta_as_aulas,42,5333,Brasília,ocasional,74,9,6886
294,295,461,2022-10-22,109,cartão,sem_campanha,25,5975,Salvador,ocasional,189,18,2982
295,296,179,2022-10-23,133,cartão,sem_campanha,19,4139,Brasília,ocasional,262,13,5939
296,297,844,2022-10-24,83,cartão,dia_pais,26,2036,Brasília,ocasional,255,11,1072
297,298,574,2022-10-25,194,cartão,sem_campanha,46,3992,Rio de Janeiro,ocasional,162,11,6307
298,299,119,2022-10-26,163,cartão,sem_campanha,59,6135,Fortaleza,frequente,5,12,6460
299,300,469,2022-10-27,143,cartão,dia_maes,49,4638,São Paulo,ocasional,130,12,5111
300,301,549,2022-10-28,149,cartão,sem_campanha,41,4613,São Paulo,ocasional,276,5,6634
301,302,646,2022-10-29,165,cartão,volta_as_aulas,31,3868,Manaus,frequente,247,11,1268
302,303,455,2022-10-30,181,cartão,natal,59,3468,Brasília,ocasional,135,18,8303
303,304,26,2022-10-31,190,cartão,sem_campanha,50,3704,Porto Alegre,frequente,105,8,5139
304,305,490,2022-11-01,134,cartão,volta_as_aulas,29,3978,Fortaleza,ocasional,47,11,3656
305,306,8,2022-11-02,142,cartão,ano_novo,56,6322,Salvador,frequente,147,14,2385
306,307,969,2022-11-03,158,cartão,sem_campanha,34,5463,Curitiba,ocasional,171,7,4837
307,308,987,2022-11-04,140,cartão,sem_campanha,62,3206,Belo Horizonte,ocasional,137,14,5238
308,309,516,2022-11-05,193,boleto,sem_campanha,22,5961,Recife,ocasional,281,6,5524
309,310,533,2022-11-06,211,cartão,ano_novo,54,7603,Recife,ocasional,283,13,4828
310,311,927,2022-11-07,167,boleto,ano_novo,25,4515,Belo Horizonte,frequente,6,7,5218
311,312,149,2022-11-08,104,cartão,dia_maes,56,2461,Manaus,ocasional,247,8,5869
312,313,488,2022-11-09,175,cartão,volta_as_aulas,40,2853,Belo Horizonte,ocasional,348,6,3843
313,314,25,2022-11-10,169,boleto,sem_campanha,38,4111,Recife,frequente,288,10,6557
314,315,999,2022-11-11,100,boleto,sem_campanha,35,6083,Salvador,ocasional,25,8,7146
315,316,655,2022-11-12,169,pix,black_friday,42,6784,Manaus,ocasional,218,15,6998
316,317,757,2022-11-13,122,cartão,natal,18,5853,São Paulo,ocasional,313,10,5047
317,318,931,2022-11-14,187,cartão,sem_campanha,42,5683,Curitiba,frequente,349,16,944
318,319,945,2022-11-15,175,boleto,sem_campanha,59,8084,Brasília,premium,195,13,7310
319,320,555,2022-11-16,161,cartão,volta_as_aulas,44,3161,Brasília,ocasional,164,8,4975
320,321,425,2022-11-17,151,boleto,sem_campanha,52,2960,Curitiba,ocasional,221,15,5299
321,322,293,2022-11-18,43,cartão,dia_maes,69,5932,Porto Alegre,frequente,291,9,1394
322,323,185,2022-11-19,89,pix,sem_campanha,61,4617,Salvador,frequente,310,10,6046
323,324,554,2022-11-20,143,boleto,sem_campanha,49,7360,Rio de Janeiro,ocasional,124,10,4931
324,325,431,2022-11-21,225,cartão,sem_campanha,53,5374,São Paulo,ocasional,38,9,4778
325,326,604,2022-11-22,178,cartão,dia_pais,27,5645,Fortaleza,ocasional,142,10,3385
326,327,317,2022-11-23,240,cartão,volta_as_aulas,53,5042,Curitiba,ocasional,47,6,3659
327,328,398,2022-11-24,154,cartão,dia_maes,42,6782,Fortaleza,ocasional,293,10,4146
328,329,324,2022-11-25,148,cartão,sem_campanha,52,4536,Manaus,ocasional,25,10,4869
329,330,565,2022-11-26,221,cartão,sem_campanha,54,5978,Recife,ocasional,340,6,3840
330,331,596,2022-11-27,142,boleto,sem_campanha,67,4357,Curitiba,ocasional,149,11,7929
331,332,546,2022-11-28,100,pix,sem_campanha,62,5180,Fortaleza,ocasional,352,17,5052
332,333,76,2022-11-29,165,cartão,sem_campanha,43,4351,Salvador,frequente,132,6,2782
333,334,865,2022-11-30,206,cartão,dia_maes,18,1169,Fortaleza,frequente,12,8,3352
334,335,920,2022-12-01,108,boleto,sem_campanha,68,5804,São Paulo,ocasional,271,10,5737
335,336,916,2022-12-02,179,boleto,dia_pais,60,3542,Curitiba,ocasional,53,7,2944
336,337,709,2022-12-03,145,boleto,volta_as_aulas,36,5158,Curitiba,frequente,39,6,3606
337,338,486,2022-12-04,172,cartão,dia_maes,54,7701,Belo Horizonte,ocasional,209,11,5679
338,339,798,2022-12-05,165,boleto,volta_as_aulas,64,4536,São Paulo,frequente,236,10,6901
339,340,88,2022-12-06,129,cartão,sem_campanha,57,4472,São Paulo,frequente,214,10,5030
340,341,747,2022-12-07,144,pix,natal,52,6445,Belo Horizonte,premium,75,19,4828
341,342,232,2022-12-08,132,pix,natal,40,5598,Porto Alegre,frequente,324,10,4602
342,343,7,2022-12-09,155,boleto,sem_campanha,38,7530,Fortaleza,ocasional,6,9,6687
343,344,804,2022-12-10,107,cartão,sem_campanha,62,3003,Brasília,ocasional,1,15,4994
344,345,550,2022-12-11,119,boleto,ano_novo,33,2497,Manaus,ocasional,39,9,4143
345,346,976,2022-12-12,129,cartão,natal,69,5571,Curitiba,frequente,334,9,7207
346,347,52,2022-12-13,169,cartão,volta_as_aulas,67,3183,Recife,frequente,250,7,5347
347,348,655,2022-12-14,79,boleto,sem_campanha,42,6784,Manaus,ocasional,218,15,6998
348,349,942,2022-12-15,144,cartão,sem_campanha,22,3741,Curitiba,ocasional,343,11,3796
349,350,919,2022-12-16,114,cartão,natal,28,3429,Fortaleza,ocasional,295,16,6902
350,351,396,2022-12-17,129,boleto,sem_campanha,20,5335,Belo Horizonte,ocasional,180,10,5589
351,352,221,2022-12-18,116,boleto,dia_maes,56,3943,Fortaleza,frequente,327,11,9054
352,353,428,2022-12-19,159,boleto,dia_maes,41,8244,Porto Alegre,frequente,180,9,3708
353,354,752,2022-12-20,142,cartão,volta_as_aulas,58,8869,Fortaleza,ocasional,348,8,4932
354,355,143,2022-12-21,185,boleto,dia_pais,31,7389,Curitiba,ocasional,94,10,4782
355,356,861,2022-12-22,170,cartão,sem_campanha,51,5655,Fortaleza,ocasional,30,6,1620
356,357,363,2022-12-23,73,boleto,black_friday,47,5249,Belo Horizonte,premium,188,8,5204
357,358,382,2022-12-24,102,cartão,dia_pais,58,7693,Recife,ocasional,8,12,4111
358,359,561,2022-12-25,141,boleto,dia_pais,50,6618,Belo Horizonte,ocasional,15,7,2783
359,360,277,2022-12-26,147,cartão,volta_as_aulas,35,3712,Recife,frequente,146,7,4149
360,361,271,2022-12-27,106,pix,black_friday,24,3536,Curitiba,ocasional,108,12,4548
361,362,14,2022-12-28,215,cartão,black_friday,53,5808,Salvador,frequente,244,7,4844
362,363,298,2022-12-29,193,cartão,dia_maes,29,5931,Brasília,ocasional,267,9,7508
363,364,464,2022-12-30,67,cartão,ano_novo,22,3394,Rio de Janeiro,ocasional,181,7,6530
364,365,527,2022-12-31,167,boleto,sem_campanha,65,6574,Manaus,ocasional,208,8,4689
365,366,234,2023-01-01,147,cartão,sem_campanha,49,6654,Salvador,ocasional,187,12,5402
366,367,575,2023-01-02,212,cartão,ano_novo,30,4961,São Paulo,ocasional,128,18,3123
367,368,708,2023-01-03,71,cartão,dia_pais,48,3547,São Paulo,frequente,240,7,6018
368,369,27,2023-01-04,252,boleto,sem_campanha,29,5072,Belo Horizonte,ocasional,228,11,4233
369,370,471,2023-01-05,107,cartão,volta_as_aulas,47,3122,Recife,ocasional,316,9,8963
370,371,93,2023-01-06,168,cartão,dia_maes,64,6244,Salvador,premium,302,12,3573
371,372,617,2023-01-07,119,cartão,sem_campanha,41,6374,Curitiba,ocasional,283,9,3256
372,373,309,2023-01-08,131,boleto,sem_campanha,37,5644,Rio de Janeiro,frequente,233,9,2643
373,374,52,2023-01-09,65,cartão,dia_pais,67,3183,Recife,frequente,250,7,5347
374,375,319,2023-01-10,209,pix,black_friday,57,6407,Porto Alegre,ocasional,215,10,4735
375,376,969,2023-01-11,136,pix,black_friday,34,5463,Curitiba,ocasional,171,7,4837
376,377,181,2023-01-12,139,cartão,sem_campanha,62,4950,Salvador,ocasional,14,3,5307
377,378,569,2023-01-13,265,cartão,black_friday,50,4061,Curitiba,ocasional,110,10,4762
378,379,120,2023-01-14,197,boleto,ano_novo,56,3616,Manaus,ocasional,237,7,5448
379,380,820,2023-01-15,116,pix,natal,50,6488,Salvador,ocasional,16,11,5459
380,381,875,2023-01-16,119,boleto,dia_maes,54,4180,São Paulo,ocasional,190,9,4747
381,382,43,2023-01-17,162,cartão,dia_maes,68,3855,Fortaleza,ocasional,137,5,3889
382,383,647,2023-01-18,188,cartão,black_friday,48,4903,Belo Horizonte,ocasional,129,7,4667
383,384,885,2023-01-19,237,cartão,natal,67,4959,Fortaleza,frequente,210,7,5194
384,385,938,2023-01-20,69,cartão,sem_campanha,67,5761,Brasília,ocasional,179,17,5424
385,386,260,2023-01-21,186,cartão,volta_as_aulas,33,3080,Recife,frequente,230,10,3508
386,387,197,2023-01-22,194,cartão,sem_campanha,30,6403,Rio de Janeiro,frequente,26,10,4792
387,388,645,2023-01-23,110,cartão,black_friday,45,5453,Salvador,ocasional,72,10,4723
388,389,971,2023-01-24,131,cartão,sem_campanha,53,5361,Brasília,ocasional,25,10,6027
389,390,255,2023-01-25,68,cartão,sem_campanha,65,5384,Rio de Janeiro,frequente,364,11,2759
390,391,732,2023-01-26,124,cartão,black_friday,42,6342,Salvador,frequente,358,3,4840
391,392,336,2023-01-27,161,boleto,sem_campanha,21,6334,Fortaleza,frequente,266,5,5122
392,393,553,2023-01-28,229,cartão,dia_maes,45,4275,Recife,frequente,321,12,4273
393,394,502,2023-01-29,234,cartão,sem_campanha,56,4928,São Paulo,ocasional,331,8,4939
394,395,990,2023-01-30,98,cartão,dia_maes,68,4085,Salvador,premium,68,13,3488
395,396,900,2023-01-31,222,cartão,ano_novo,68,4268,São Paulo,ocasional,185,15,2889
396,397,255,2023-02-01,52,cartão,ano_novo,65,5384,Rio de Janeiro,frequente,364,11,2759
397,398,514,2023-02-02,120,cartão,dia_pais,31,4578,Belo Horizonte,ocasional,166,14,5345
398,399,707,2023-02-03,134,cartão,sem_campanha,23,5825,Curitiba,ocasional,211,10,3213
399,400,242,2023-02-04,162,boleto,ano_novo,23,6114,Belo Horizonte,premium,194,14,7043
400,401,149,2023-02-05,155,cartão,ano_novo,56,2461,Manaus,ocasional,247,8,5869
401,402,710,2023-02-06,168,cartão,sem_campanha,61,2998,Porto Alegre,frequente,268,10,3298
402,403,299,2023-02-07,140,boleto,sem_campanha,22,5266,Porto Alegre,frequente,251,6,3893
403,404,757,2023-02-08,197,cartão,sem_campanha,18,5853,São Paulo,ocasional,313,10,5047
404,405,850,2023-02-09,184,boleto,sem_campanha,21,6828,Manaus,ocasional,237,16,4578
405,406,620,2023-02-10,135,cartão,dia_maes,54,655,São Paulo,ocasional,256,7,5193
406,407,453,2023-02-11,192,cartão,dia_pais,66,5660,Salvador,ocasional,106,7,6431
407,408,393,2023-02-12,253,cartão,dia_maes,49,4950,Brasília,ocasional,151,9,3502
408,409,212,2023-02-13,116,pix,sem_campanha,49,5923,Porto Alegre,ocasional,239,7,4025
409,410,668,2023-02-14,233,cartão,natal,52,3729,Curitiba,premium,8,11,1692
410,411,538,2023-02-15,120,cartão,dia_pais,51,5636,Rio de Janeiro,ocasional,89,9,3832
411,412,594,2023-02-16,220,cartão,natal,24,4259,Recife,ocasional,123,11,4541
412,413,595,2023-02-17,122,cartão,dia_maes,21,2665,Brasília,frequente,187,6,2406
413,414,131,2023-02-18,188,pix,dia_maes,41,5419,Brasília,ocasional,240,10,5833
414,415,329,2023-02-19,158,cartão,sem_campanha,35,4719,Curitiba,ocasional,127,8,6196
415,416,612,2023-02-20,60,boleto,black_friday,53,5077,Rio de Janeiro,ocasional,310,10,4462
416,417,256,2023-02-21,245,cartão,ano_novo,33,6474,Manaus,frequente,103,8,1814
417,418,479,2023-02-22,105,boleto,sem_campanha,59,5964,Manaus,ocasional,88,5,3746
418,419,561,2023-02-23,86,cartão,sem_campanha,50,6618,Belo Horizonte,ocasional,15,7,2783
419,420,913,2023-02-24,118,boleto,natal,23,4452,Manaus,premium,215,13,6840
420,421,63,2023-02-25,276,cartão,sem_campanha,52,1292,Porto Alegre,ocasional,283,12,4735
421,422,311,2023-02-26,87,boleto,sem_campanha,50,5407,Belo Horizonte,ocasional,279,10,5056
422,423,407,2023-02-27,158,cartão,black_friday,64,5885,Porto Alegre,ocasional,27,11,6295
423,424,802,2023-02-28,93,cartão,sem_campanha,47,6435,Fortaleza,ocasional,218,12,6132
424,425,105,2023-03-01,102,boleto,sem_campanha,26,4310,Brasília,premium,227,13,5497
425,426,617,2023-03-02,70,cartão,volta_as_aulas,41,6374,Curitiba,ocasional,283,9,3256
426,427,837,2023-03-03,165,boleto,black_friday,54,4085,São Paulo,ocasional,108,10,4174
427,428,15,2023-03-04,141,cartão,ano_novo,57,3444,Fortaleza,ocasional,68,12,4679
428,429,687,2023-03-05,93,cartão,sem_campanha,67,5892,Belo Horizonte,ocasional,173,14,4395
429,430,259,2023-03-06,193,boleto,dia_maes,23,2238,Rio de Janeiro,frequente,286,15,9390
430,431,723,2023-03-07,198,cartão,sem_campanha,45,5073,Porto Alegre,ocasional,232,11,4722
431,432,412,2023-03-08,170,cartão,dia_pais,59,6753,Brasília,ocasional,326,5,3244
432,433,259,2023-03-09,208,pix,ano_novo,23,2238,Rio de Janeiro,frequente,286,15,9390
433,434,614,2023-03-10,132,cartão,dia_pais,66,4878,Curitiba,frequente,98,7,3354
434,435,260,2023-03-11,166,cartão,dia_pais,33,3080,Recife,frequente,230,10,3508
435,436,856,2023-03-12,132,cartão,sem_campanha,45,4546,Porto Alegre,ocasional,19,13,6352
436,437,671,2023-03-13,74,boleto,sem_campanha,60,4041,São Paulo,ocasional,161,13,3494
437,438,45,2023-03-14,160,pix,dia_pais,38,2558,Salvador,ocasional,76,7,5227
438,439,955,2023-03-15,157,pix,volta_as_aulas,51,4626,Brasília,ocasional,278,4,2373
439,440,813,2023-03-16,148,cartão,sem_campanha,38,5122,Salvador,ocasional,123,5,5495
440,441,763,2023-03-17,168,cartão,sem_campanha,27,4026,Recife,frequente,270,9,9169
441,442,331,2023-03-18,220,cartão,sem_campanha,52,7170,São Paulo,frequente,334,6,5968
442,443,165,2023-03-19,139,cartão,ano_novo,54,954,São Paulo,ocasional,166,7,7086
443,444,193,2023-03-20,102,cartão,sem_campanha,50,2888,Salvador,frequente,197,9,3151
444,445,521,2023-03-21,137,cartão,sem_campanha,69,5089,Fortaleza,ocasional,225,14,5801
445,446,401,2023-03-22,143,boleto,natal,20,4265,Porto Alegre,ocasional,228,10,5652
446,447,374,2023-03-23,199,boleto,ano_novo,34,4143,Belo Horizonte,frequente,12,11,8157
447,448,65,2023-03-24,155,cartão,volta_as_aulas,34,5865,Recife,ocasional,271,7,4803
448,449,387,2023-03-25,92,pix,sem_campanha,63,5987,Belo Horizonte,ocasional,284,14,5670
449,450,495,2023-03-26,190,pix,black_friday,49,4321,Fortaleza,premium,280,8,6831
450,451,794,2023-03-27,182,cartão,volta_as_aulas,23,5212,Fortaleza,ocasional,230,15,2842
451,452,693,2023-03-28,155,cartão,dia_pais,55,3869,Belo Horizonte,frequente,111,10,5170
452,453,415,2023-03-29,197,cartão,natal,34,4749,Fortaleza,ocasional,224,7,3586
453,454,794,2023-03-30,205,cartão,dia_pais,23,5212,Fortaleza,ocasional,230,15,2842
454,455,791,2023-03-31,131,cartão,sem_campanha,30,3361,Curitiba,ocasional,330,12,6359
455,456,30,2023-04-01,104,cartão,dia_pais,42,4924,Manaus,ocasional,83,12,4510
456,457,266,2023-04-02,149,pix,ano_novo,43,3866,São Paulo,ocasional,171,11,3532
457,458,328,2023-04-03,176,cartão,ano_novo,63,3658,São Paulo,ocasional,94,10,3659
458,459,492,2023-04-04,144,cartão,ano_novo,18,4021,Salvador,frequente,106,16,7004
459,460,217,2023-04-05,100,cartão,ano_novo,66,6386,Curitiba,premium,44,16,6765
460,461,320,2023-04-06,158,cartão,natal,37,4225,Rio de Janeiro,frequente,30,5,650
461,462,918,2023-04-07,48,cartão,dia_maes,65,4014,São Paulo,ocasional,251,10,4612
462,463,399,2023-04-08,133,cartão,sem_campanha,59,8790,Salvador,frequente,285,7,3804
463,464,891,2023-04-09,192,pix,ano_novo,68,2942,São Paulo,frequente,68,10,4633
464,465,105,2023-04-10,195,cartão,sem_campanha,26,4310,Brasília,premium,227,13,5497
465,466,696,2023-04-11,-37,boleto,ano_novo,65,4852,Rio de Janeiro,frequente,211,10,6528
466,467,330,2023-04-12,140,cartão,black_friday,19,4340,Belo Horizonte,premium,25,10,2189
467,468,660,2023-04-13,179,cartão,sem_campanha,33,7063,Porto Alegre,frequente,193,6,5963
468,469,617,2023-04-14,91,cartão,black_friday,41,6374,Curitiba,ocasional,283,9,3256
469,470,47,2023-04-15,131,boleto,sem_campanha,56,5389,Porto Alegre,ocasional,142,16,3826
470,471,599,2023-04-16,210,boleto,dia_maes,46,4477,Rio de Janeiro,ocasional,231,5,5625
471,472,821,2023-04-17,125,cartão,ano_novo,51,4737,Rio de Janeiro,ocasional,355,15,4343
472,473,949,2023-04-18,229,cartão,black_friday,18,5461,Fortaleza,ocasional,333,10,3573
473,474,641,2023-04-19,112,cartão,sem_campanha,36,5958,Fortaleza,frequente,278,6,6243
474,475,770,2023-04-20,220,boleto,sem_campanha,45,6250,Manaus,ocasional,238,10,2682
475,476,314,2023-04-21,151,cartão,natal,28,6579,Fortaleza,ocasional,125,7,1216
476,477,147,2023-04-22,106,cartão,dia_maes,43,5083,Brasília,premium,184,10,4138
477,478,958,2023-04-23,220,cartão,black_friday,43,6102,Recife,ocasional,266,7,4446
478,479,462,2023-04-24,89,cartão,sem_campanha,61,4851,Belo Horizonte,frequente,339,11,3708
479,480,584,2023-04-25,110,boleto,dia_pais,34,3320,Brasília,ocasional,336,9,5198
480,481,486,2023-04-26,174,cartão,ano_novo,54,7701,Belo Horizonte,ocasional,209,11,5679
481,482,652,2023-04-27,154,cartão,black_friday,22,5680,Curitiba,ocasional,54,12,5540
482,483,410,2023-04-28,163,cartão,sem_campanha,19,5760,Belo Horizonte,frequente,148,6,3173
483,484,27,2023-04-29,131,cartão,ano_novo,29,5072,Belo Horizonte,ocasional,228,11,4233
484,485,29,2023-04-30,90,cartão,sem_campanha,61,5405,Curitiba,ocasional,188,10,4747
485,486,271,2023-05-01,117,boleto,sem_campanha,24,3536,Curitiba,ocasional,108,12,4548
486,487,686,2023-05-02,216,cartão,black_friday,26,5845,Porto Alegre,ocasional,102,7,3377
487,488,501,2023-05-03,83,cartão,ano_novo,33,3549,Curitiba,frequente,171,11,5396
488,489,253,2023-05-04,232,cartão,sem_campanha,39,6543,Brasília,premium,264,8,5537
489,490,385,2023-05-05,165,boleto,ano_novo,46,5428,Belo Horizonte,frequente,208,4,6028
490,491,60,2023-05-06,120,cartão,natal,61,3305,São Paulo,ocasional,152,11,7352
491,492,107,2023-05-07,49,boleto,sem_campanha,18,6245,Brasília,premium,360,9,7566
492,493,220,2023-05-08,56,cartão,sem_campanha,29,6573,Brasília,frequente,145,8,4458
493,494,441,2023-05-09,132,boleto,sem_campanha,40,5199,Fortaleza,frequente,5,13,2051
494,495,771,2023-05-10,126,cartão,sem_campanha,25,2009,Curitiba,frequente,93,5,2027
495,496,883,2023-05-11,155,cartão,volta_as_aulas,51,6794,Fortaleza,ocasional,135,5,5056
496,497,658,2023-05-12,235,cartão,dia_pais,53,6051,Recife,ocasional,20,10,5746
497,498,564,2023-05-13,176,pix,black_friday,60,6325,Brasília,ocasional,156,8,3674
498,499,572,2023-05-14,143,pix,volta_as_aulas,60,5391,Belo Horizonte,frequente,146,3,2653
499,500,546,2023-05-15,210,boleto,natal,62,5180,Fortaleza,ocasional,352,17,5052
500,501,96,2023-05-16,157,boleto,dia_maes,42,6156,Recife,ocasional,70,13,5071
501,502,989,2023-05-17,229,cartão,sem_campanha,31,6794,Belo Horizonte,ocasional,220,10,4087
502,503,89,2023-05-18,116,cartão,sem_campanha,38,5027,Curitiba,ocasional,294,12,5269
503,504,828,2023-05-19,92,pix,sem_campanha,45,5712,Fortaleza,ocasional,39,6,3979
504,505,922,2023-05-20,49,boleto,natal,40,6078,Brasília,frequente,339,8,7136
505,506,231,2023-05-21,144,cartão,sem_campanha,45,4182,Manaus,premium,239,9,3125
506,507,968,2023-05-22,88,cartão,natal,65,5031,Porto Alegre,ocasional,279,10,2895
507,508,275,2023-05-23,87,cartão,ano_novo,57,5739,Belo Horizonte,ocasional,288,8,4497
508,509,246,2023-05-24,201,cartão,sem_campanha,34,5521,Fortaleza,ocasional,136,2,6230
509,510,111,2023-05-25,63,cartão,volta_as_aulas,28,5718,Porto Alegre,ocasional,242,8,4842
510,511,234,2023-05-26,155,cartão,sem_campanha,49,6654,Salvador,ocasional,187,12,5402
511,512,278,2023-05-27,145,cartão,dia_pais,57,6050,São Paulo,ocasional,271,9,4100
512,513,477,2023-05-28,154,boleto,ano_novo,30,5854,São Paulo,ocasional,245,7,5270
513,514,417,2023-05-29,219,boleto,black_friday,50,6809,Brasília,ocasional,146,16,4678
514,515,678,2023-05-30,108,boleto,sem_campanha,61,4512,Manaus,frequente,212,6,5209
515,516,128,2023-05-31,219,boleto,volta_as_aulas,50,7244,Porto Alegre,ocasional,197,8,4361
516,517,237,2023-06-01,61,cartão,sem_campanha,36,4454,Recife,ocasional,190,10,4104
517,518,803,2023-06-02,182,boleto,sem_campanha,67,3821,Recife,frequente,260,5,2087
518,519,619,2023-06-03,223,cartão,sem_campanha,49,6497,São Paulo,frequente,104,7,4400
519,520,128,2023-06-04,-52,pix,ano_novo,50,7244,Porto Alegre,ocasional,197,8,4361
520,521,707,2023-06-05,148,cartão,dia_maes,23,5825,Curitiba,ocasional,211,10,3213
521,522,851,2023-06-06,144,pix,sem_campanha,18,4679,Manaus,ocasional,70,5,5758
522,523,394,2023-06-07,153,cartão,sem_campanha,40,7691,Recife,ocasional,270,7,7434
523,524,475,2023-06-08,235,cartão,sem_campanha,69,5514,Brasília,ocasional,16,15,4452
524,525,655,2023-06-09,111,cartão,natal,42,6784,Manaus,ocasional,218,15,6998
525,526,395,2023-06-10,90,cartão,black_friday,50,4223,Brasília,premium,71,11,7987
526,527,111,2023-06-11,153,cartão,volta_as_aulas,28,5718,Porto Alegre,ocasional,242,8,4842
527,528,90,2023-06-12,206,cartão,sem_campanha,33,7514,Manaus,premium,253,9,7017
528,529,763,2023-06-13,177,boleto,dia_pais,27,4026,Recife,frequente,270,9,9169
529,530,280,2023-06-14,151,cartão,sem_campanha,28,5183,Curitiba,frequente,229,14,3953
